obs_n,study_id,study_name,effect,se,t_stat,95_lower,95_upper,pcc,se_pcc,se_pcc_precision,est_short_run,est_long_run,est_agg_city,est_agg_subregion,est_agg_region,est_agg_country,est_agg_continent,n_obs,regressands,reg_df,study_size,years_of_schooling,years_of_experience,schooling_years,schooling_levels,wage_log_hourly,wage_log_daily,wage_log_monthly,wage_mean_annual_earnings,data_type_micro,data_type_survey,data_type_national_register,data_cross_section,data_panel,data_avgyear,no_ed,prim_ed,sec_ed,higher_ed,wage_earners,self_employed,gender_male,gender_female,private_sector,public_sector,ethnicity_caucasian,ethnicity_other,sector_rural,sector_urban,country,region_advanced_economies,region_east_asia_and_pacific,region_europe_and_central_asia,region_latin_america_and_caribbean,region_middle_east_and_north_africa,region_south_asia,region_sub_saharan_africa,income_high,income_middle,income_low,med_exp,min_wage,freedom_index,mean_age,method_ols,method_hurdle,method_cohort,method_fe,method_2sls,method_heckman,method_probit,method_IV,ability_direct,ability_proxy,ability_uncontrolled,ability_unmentioned,instr_parents_ed,instr_distance_to_school,instr_other,age_control,age_sq_control,exp_control,exp_sq_control,ethnicity_control,health_control,gender_control,marriage_control,occupation_control,firm_char_control,area_control,macro_var_control,impact_factor,citations,published,unpublished,pub_year,effect_w,se_w,se_precision_w,t_w,significant_w,X
1135,77,Angrist et al. (1991),5.73,0.03,191.00000000000003,5.7,5.760000000000001,0.2640091612573063,0.0013822469175775196,723.4597431785684,1,0,0,0,0,1,0,486926,12,486913,28,13.56,24.939999999999998,1,0,0,0,1,0,0,1,0,1,0,1980,6.9999999999999979E-2,6.9999999999999979E-2,0.56000000000000005,0.3,NA,NA,1,0,NA,NA,0,1,NA,NA,United States,1,0,0,0,0,0,0,1,0,0,19291,1766,0.919,44.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,3.092,3590,1,0,12,NA,NA,NA,NA,NA,X
1136,77,Angrist et al. (1991),9.48,2.23,4.251121076233184,7.25,11.71,0.0060921379649921765,0.0014330662090646156,697.8044654703814,1,0,0,0,0,1,0,486926,12,486913,28,13.56,24.939999999999998,1,0,0,0,1,0,0,1,0,1,0,1980,6.9999999999999979E-2,6.9999999999999979E-2,0.56000000000000005,0.3,NA,NA,1,0,NA,NA,0,1,NA,NA,United States,1,0,0,0,0,0,0,1,0,0,19291,1766,0.919,44.5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,3.092,3590,1,0,12,NA,NA,NA,NA,NA,X
1137,77,Angrist et al. (1991),5.2,0.03,173.33333333333334,5.17,5.23,0.24107849550174548,0.0013908374740485316,718.9912686844287,1,0,0,0,0,1,0,486926,21,486904,28,13.56,24.939999999999998,1,0,0,0,1,0,0,1,0,1,0,1980,6.9999999999999979E-2,6.9999999999999979E-2,0.56000000000000005,0.3,NA,NA,1,0,NA,NA,0,1,NA,NA,United States,1,0,0,0,0,0,0,1,0,0,19291,1766,0.919,44.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.092,3590,1,0,12,NA,NA,NA,NA,NA,X
1138,77,Angrist et al. (1991),3.93,1.45,2.710344827586207,2.4800000000000004,5.38,0.0038841822641642178,0.0014330952374142787,697.7903309512711,1,0,0,0,0,1,0,486926,21,486904,28,13.56,24.939999999999998,1,0,0,0,1,0,0,1,0,1,0,1980,6.9999999999999979E-2,6.9999999999999979E-2,0.56000000000000005,0.3,NA,NA,1,0,NA,NA,0,1,NA,NA,United States,1,0,0,0,0,0,0,1,0,0,19291,1766,0.919,44.5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.092,3590,1,0,12,NA,NA,NA,NA,NA,X
1139,77,Angrist et al. (1991),5.21,0.03,173.66666666666669,5.18,5.24,0.2415155572221751,0.0013906845905307585,719.0703102695251,1,0,0,0,0,1,0,486926,23,486902,28,13.56,24.939999999999998,1,0,0,0,1,0,0,1,0,1,0,1980,6.9999999999999979E-2,6.9999999999999979E-2,0.56000000000000005,0.3,NA,NA,1,0,NA,NA,0,1,NA,NA,United States,1,0,0,0,0,0,0,1,0,0,19291,1766,0.919,44.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,3.092,3590,1,0,12,NA,NA,NA,NA,NA,X
1140,77,Angrist et al. (1991),7.79,2.39,3.2594142259414225,5.4,10.18,0.0046710448747988055,0.0014330933569665142,697.7912465638246,1,0,0,0,0,1,0,486926,23,486902,28,13.56,24.939999999999998,1,0,0,0,1,0,0,1,0,1,0,1980,6.9999999999999979E-2,6.9999999999999979E-2,0.56000000000000005,0.3,NA,NA,1,0,NA,NA,0,1,NA,NA,United States,1,0,0,0,0,0,0,1,0,0,19291,1766,0.919,44.5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,3.092,3590,1,0,12,NA,NA,NA,NA,NA,X
1141,77,Angrist et al. (1991),6.73,0.03,224.33333333333334,6.7,6.760000000000001,0.36400129234675915,0.0016225911991683173,616.2981781933518,1,0,0,0,0,1,0,329509,10,329498,28,12.79,35.71,1,0,0,0,1,0,0,1,0,1,0,1980,0.11499999999999999,0.11499999999999999,0.53,0.24,NA,NA,1,0,NA,NA,0,1,NA,NA,United States,1,0,0,0,0,0,0,1,0,0,19291,1766,0.919,54.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.092,3590,1,0,12,NA,NA,NA,NA,NA,X
1142,77,Angrist et al. (1991),9.28,0.93,9.978494623655912,8.35,10.209999999999999,0.01738093065492872,0.0017418389557202277,574.105887754998,1,0,0,0,0,1,0,329509,10,329498,28,12.79,35.71,1,0,0,0,1,0,0,1,0,1,0,1980,0.11499999999999999,0.11499999999999999,0.53,0.24,NA,NA,1,0,NA,NA,0,1,NA,NA,United States,1,0,0,0,0,0,0,1,0,0,19291,1766,0.919,54.5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.092,3590,1,0,12,NA,NA,NA,NA,NA,X
1143,77,Angrist et al. (1991),6.73,0.03,224.33333333333334,6.7,6.760000000000001,0.3640022506939471,0.0016225954711468664,616.2965556000166,1,0,0,0,0,1,0,329509,12,329496,28,12.79,35.71,1,0,0,0,1,0,0,1,0,1,0,1980,0.11499999999999999,0.11499999999999999,0.53,0.24,NA,NA,1,0,NA,NA,0,1,NA,NA,United States,1,0,0,0,0,0,0,1,0,0,19291,1766,0.919,54.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,3.092,3590,1,0,12,NA,NA,NA,NA,NA,X
1144,77,Angrist et al. (1991),9.07,1.07,8.47663551401869,8,10.14,0.01476559961093361,0.0017419174844210544,574.0800060528476,1,0,0,0,0,1,0,329509,12,329496,28,12.79,35.71,1,0,0,0,1,0,0,1,0,1,0,1980,0.11499999999999999,0.11499999999999999,0.53,0.24,NA,NA,1,0,NA,NA,0,1,NA,NA,United States,1,0,0,0,0,0,0,1,0,0,19291,1766,0.919,54.5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,3.092,3590,1,0,12,NA,NA,NA,NA,NA,X
1145,77,Angrist et al. (1991),6.28,0.03,209.33333333333334,6.25,6.3100000000000005,0.34261396720002396,0.001636690926114764,610.9889069733136,1,0,0,0,0,1,0,329509,21,329487,28,12.79,35.71,1,0,0,0,1,0,0,1,0,1,0,1980,0.11499999999999999,0.11499999999999999,0.53,0.24,NA,NA,1,0,NA,NA,0,1,NA,NA,United States,1,0,0,0,0,0,0,1,0,0,19291,1766,0.919,54.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.092,3590,1,0,12,NA,NA,NA,NA,NA,X
1146,77,Angrist et al. (1991),8.31,0.95,8.747368421052633,7.36,9.26,0.015237294251999758,0.0017419289457761458,574.0762287835071,1,0,0,0,0,1,0,329509,21,329487,28,12.79,35.71,1,0,0,0,1,0,0,1,0,1,0,1980,0.11499999999999999,0.11499999999999999,0.53,0.24,NA,NA,1,0,NA,NA,0,1,NA,NA,United States,1,0,0,0,0,0,0,1,0,0,19291,1766,0.919,54.5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.092,3590,1,0,12,NA,NA,NA,NA,NA,X
1147,77,Angrist et al. (1991),6.28,0.03,209.33333333333334,6.25,6.3100000000000005,0.342614884983339,0.001636695310429963,610.9872702801953,1,0,0,0,0,1,0,329509,23,329485,28,12.79,35.71,1,0,0,0,1,0,0,1,0,1,0,1980,0.11499999999999999,0.11499999999999999,0.53,0.24,NA,NA,1,0,NA,NA,0,1,NA,NA,United States,1,0,0,0,0,0,0,1,0,0,19291,1766,0.919,54.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,3.092,3590,1,0,12,NA,NA,NA,NA,NA,X
1148,77,Angrist et al. (1991),8.11,1.09,7.440366972477063,7.02,9.2,0.012961045970558211,0.001741990148940623,574.0560591620692,1,0,0,0,0,1,0,329509,23,329485,28,12.79,35.71,1,0,0,0,1,0,0,1,0,1,0,1980,0.11499999999999999,0.11499999999999999,0.53,0.24,NA,NA,1,0,NA,NA,0,1,NA,NA,United States,1,0,0,0,0,0,0,1,0,0,19291,1766,0.919,54.5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,3.092,3590,1,0,12,NA,NA,NA,NA,NA,X
1149,77,Angrist et al. (1991),6.72,0.13,51.692307692307686,6.59,6.85,0.3008312281751879,0.00581965173553191,171.83158811626055,1,0,0,0,0,1,0,26913,58,26854,28,12.79,35.71,1,0,0,0,1,0,0,1,0,1,0,1980,0.11499999999999999,0.11499999999999999,0.53,0.24,NA,NA,1,0,NA,NA,0,1,NA,NA,United States,1,0,0,0,0,0,0,1,0,0,19291,1766,0.919,54.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.092,3590,1,0,12,NA,NA,NA,NA,NA,X
1150,77,Angrist et al. (1991),6.35,1.85,3.432432432432432,4.5,8.2,0.020941233388031517,0.0061009892547808356,163.90784481654077,1,0,0,0,0,1,0,26913,58,26854,28,12.79,35.71,1,0,0,0,1,0,0,1,0,1,0,1980,0.11499999999999999,0.11499999999999999,0.53,0.24,NA,NA,1,0,NA,NA,0,1,NA,NA,United States,1,0,0,0,0,0,0,1,0,0,19291,1766,0.919,54.5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.092,3590,1,0,12,NA,NA,NA,NA,NA,X
1151,77,Angrist et al. (1991),6.71,0.03,223.66666666666669,6.68,6.74,0.8066739460111201,0.0036065899225534424,277.2702251915589,1,0,0,0,0,1,0,26913,60,26852,28,12.79,35.71,1,0,0,0,1,0,0,1,0,1,0,1980,0.11499999999999999,0.11499999999999999,0.53,0.24,NA,NA,1,0,NA,NA,0,1,NA,NA,United States,1,0,0,0,0,0,0,1,0,0,19291,1766,0.919,54.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,3.092,3590,1,0,12,NA,NA,NA,NA,NA,X
1152,77,Angrist et al. (1991),5.55,1.99,2.78894472361809,3.5599999999999996,7.54,0.01701722321640399,0.006101671027143052,163.88953051574526,1,0,0,0,0,1,0,26913,60,26852,28,12.79,35.71,1,0,0,0,1,0,0,1,0,1,0,1980,0.11499999999999999,0.11499999999999999,0.53,0.24,NA,NA,1,0,NA,NA,0,1,NA,NA,United States,1,0,0,0,0,0,0,1,0,0,19291,1766,0.919,54.5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,3.092,3590,1,0,12,NA,NA,NA,NA,NA,X
1153,77,Angrist et al. (1991),5.76,0.13,44.30769230769231,5.63,5.89,0.26105761101958763,0.005891925248705972,169.72380975465148,1,0,0,0,0,1,0,26913,69,26843,28,12.79,35.71,1,0,0,0,1,0,0,1,0,1,0,1980,0.11499999999999999,0.11499999999999999,0.53,0.24,NA,NA,1,0,NA,NA,0,1,NA,NA,United States,1,0,0,0,0,0,0,1,0,0,19291,1766,0.919,54.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.092,3590,1,0,12,NA,NA,NA,NA,NA,X
1154,77,Angrist et al. (1991),4.61,1.87,2.46524064171123,2.74,6.48,0.015045084640238314,0.006102886828035932,163.85688087908161,1,0,0,0,0,1,0,26913,69,26843,28,12.79,35.71,1,0,0,0,1,0,0,1,0,1,0,1980,0.11499999999999999,0.11499999999999999,0.53,0.24,NA,NA,1,0,NA,NA,0,1,NA,NA,United States,1,0,0,0,0,0,0,1,0,0,19291,1766,0.919,54.5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.092,3590,1,0,12,NA,NA,NA,NA,NA,X
1155,77,Angrist et al. (1991),5.76,0.13,44.30769230769231,5.63,5.89,0.2610666740498747,0.005892129796264533,169.7179177271308,1,0,0,0,0,1,0,26913,71,26841,28,12.79,35.71,1,0,0,0,1,0,0,1,0,1,0,1980,0.11499999999999999,0.11499999999999999,0.53,0.24,NA,NA,1,0,NA,NA,0,1,NA,NA,United States,1,0,0,0,0,0,0,1,0,0,19291,1766,0.919,54.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,3.092,3590,1,0,12,NA,NA,NA,NA,NA,X
1156,77,Angrist et al. (1991),3.91,1.99,1.9648241206030153,1.9200000000000002,5.9,0.01199204100839697,0.0061033661398235215,163.84401281043168,1,0,0,0,0,1,0,26913,71,26841,28,12.79,35.71,1,0,0,0,1,0,0,1,0,1,0,1980,0.11499999999999999,0.11499999999999999,0.53,0.24,NA,NA,1,0,NA,NA,0,1,NA,NA,United States,1,0,0,0,0,0,0,1,0,0,19291,1766,0.919,54.5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,3.092,3590,1,0,12,NA,NA,NA,NA,NA,X
1157,78,Belzil et al. (2002),0.4,0.12,3.333333333333333,0.28,0.52,0.08044138622038453,0.024132415866115364,41.438039421660754,1,0,0,0,0,1,0,1710,3,1706,16,10,8.05,0,1,1,0,0,0,0,1,0,0,1,1979,0,0,1,0,NA,NA,1,0,NA,NA,0,1,0.27,0.73,United States,1,0,0,0,0,0,0,1,0,0,19538,1876,0.921,17,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3.879,321,1,0,23,NA,NA,NA,NA,NA,X
1158,78,Belzil et al. (2002),0.56,0.133,4.210526315789473,0.42700000000000005,0.6930000000000001,0.1014149429973557,0.024086048961871987,41.51780981525827,1,0,0,0,0,1,0,1710,3,1706,16,11,8.05,0,1,1,0,0,0,0,1,0,0,1,1979,0,0,1,0,NA,NA,1,0,NA,NA,0,1,0.27,0.73,United States,1,0,0,0,0,0,0,1,0,0,19538,1876,0.921,17,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3.879,321,1,0,23,NA,NA,NA,NA,NA,X
1159,78,Belzil et al. (2002),0.71,0.07043650793650794,10.08,0.6395634920634921,0.7804365079365079,0.23708746710324063,0.02352058205389292,42.51595465234198,1,0,0,0,0,1,0,1710,3,1706,16,12,8.05,0,1,1,0,0,0,0,1,0,0,1,1979,0,0,1,0,NA,NA,1,0,NA,NA,0,1,0.27,0.73,United States,1,0,0,0,0,0,0,1,0,0,19538,1876,0.921,17,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3.879,321,1,0,23,NA,NA,NA,NA,NA,X
1160,78,Belzil et al. (2002),1.47,0.1230396475770925,11.94736842105263,1.3469603524229075,1.5930396475770925,0.2778653432954753,0.023257451641471503,42.996972128143696,1,0,0,0,0,1,0,1710,3,1706,16,13,8.05,0,1,1,0,0,0,0,1,0,0,1,1979,0,0,0,1,NA,NA,1,0,NA,NA,0,1,0.27,0.73,United States,1,0,0,0,0,0,0,1,0,0,19538,1876,0.921,17,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3.879,321,1,0,23,NA,NA,NA,NA,NA,X
1161,78,Belzil et al. (2002),2.87,0.09852238805970148,29.1304347826087,2.7714776119402984,2.968522388059702,0.5763509630910222,0.019785182315064934,50.54287517171752,1,0,0,0,0,1,0,1710,3,1706,16,14,8.05,0,1,1,0,0,0,0,1,0,0,1,1979,0,0,0,1,NA,NA,1,0,NA,NA,0,1,0.27,0.73,United States,1,0,0,0,0,0,0,1,0,0,19538,1876,0.921,17,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3.879,321,1,0,23,NA,NA,NA,NA,NA,X
1162,78,Belzil et al. (2002),3.74,0.6712820512820513,5.571428571428571,3.068717948717949,4.411282051282051,0.13367849740518223,0.0239935764573404,41.6778216360516,1,0,0,0,0,1,0,1710,3,1706,16,15,8.05,0,1,1,0,0,0,0,1,0,0,1,1979,0,0,0,1,NA,NA,1,0,NA,NA,0,1,0.27,0.73,United States,1,0,0,0,0,0,0,1,0,0,19538,1876,0.921,17,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3.879,321,1,0,23,NA,NA,NA,NA,NA,X
1163,78,Belzil et al. (2002),4.59,1.023445945945946,4.484848484848485,3.5665540540540537,5.613445945945946,0.1079476158522687,0.024069400831924777,41.54652652066172,1,0,0,0,0,1,0,1710,3,1706,16,16,8.05,0,1,1,0,0,0,0,1,0,0,1,1979,0,0,0,1,NA,NA,1,0,NA,NA,0,1,0.27,0.73,United States,1,0,0,0,0,0,0,1,0,0,19538,1876,0.921,17,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3.879,321,1,0,23,NA,NA,NA,NA,NA,X
1164,78,Belzil et al. (2002),5.06,0.396,12.77777777777778,4.664,5.4559999999999995,0.29554194453777705,0.02312936957252168,43.23507378203802,1,0,0,0,0,1,0,1710,3,1706,16,17,8.05,0,1,1,0,0,0,0,1,0,0,1,1979,0,0,0,1,NA,NA,1,0,NA,NA,0,1,0.27,0.73,United States,1,0,0,0,0,0,0,1,0,0,19538,1876,0.921,17,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3.879,321,1,0,23,NA,NA,NA,NA,NA,X
1165,78,Belzil et al. (2002),0.4,0.12,3.333333333333333,0.28,0.52,0.08044138622038453,0.024132415866115364,41.438039421660754,1,0,0,0,0,1,0,1710,3,1706,16,10,8.05,0,1,1,0,0,0,0,1,0,0,1,1979,0,0,1,0,NA,NA,1,0,NA,NA,0,1,0.27,0.73,United States,1,0,0,0,0,0,0,1,0,0,19538,1876,0.921,17,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3.879,321,1,0,23,NA,NA,NA,NA,NA,X
1166,78,Belzil et al. (2002),0.8,0.19,4.210526315789473,0.6100000000000001,0.99,0.1014149429973557,0.024086048961871987,41.51780981525827,1,0,0,0,0,1,0,1710,3,1706,16,11,8.05,0,1,1,0,0,0,0,1,0,0,1,1979,0,0,1,0,NA,NA,1,0,NA,NA,0,1,0.27,0.73,United States,1,0,0,0,0,0,0,1,0,0,19538,1876,0.921,17,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3.879,321,1,0,23,NA,NA,NA,NA,NA,X
1167,78,Belzil et al. (2002),1.77,0.1755952380952381,10.08,1.5944047619047619,1.9455952380952382,0.23708746710324063,0.02352058205389292,42.51595465234198,1,0,0,0,0,1,0,1710,3,1706,16,12,8.05,0,1,1,0,0,0,0,1,0,0,1,1979,0,0,1,0,NA,NA,1,0,NA,NA,0,1,0.27,0.73,United States,1,0,0,0,0,0,0,1,0,0,19538,1876,0.921,17,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3.879,321,1,0,23,NA,NA,NA,NA,NA,X
1168,78,Belzil et al. (2002),2.8,0.2343612334801762,11.94736842105263,2.5656387665198235,3.034361233480176,0.2778653432954753,0.023257451641471503,42.996972128143696,1,0,0,0,0,1,0,1710,3,1706,16,13,8.05,0,1,1,0,0,0,0,1,0,0,1,1979,0,0,0,1,NA,NA,1,0,NA,NA,0,1,0.27,0.73,United States,1,0,0,0,0,0,0,1,0,0,19538,1876,0.921,17,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3.879,321,1,0,23,NA,NA,NA,NA,NA,X
1169,78,Belzil et al. (2002),4.78,0.1640895522388059,29.1304347826087,4.615910447761195,4.944089552238806,0.5763509630910222,0.019785182315064934,50.54287517171752,1,0,0,0,0,1,0,1710,3,1706,16,14,8.05,0,1,1,0,0,0,0,1,0,0,1,1979,0,0,0,1,NA,NA,1,0,NA,NA,0,1,0.27,0.73,United States,1,0,0,0,0,0,0,1,0,0,19538,1876,0.921,17,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3.879,321,1,0,23,NA,NA,NA,NA,NA,X
1170,78,Belzil et al. (2002),5.77,1.035641025641026,5.571428571428571,4.734358974358973,6.805641025641026,0.13367849740518223,0.0239935764573404,41.6778216360516,1,0,0,0,0,1,0,1710,3,1706,16,15,8.05,0,1,1,0,0,0,0,1,0,0,1,1979,0,0,0,1,NA,NA,1,0,NA,NA,0,1,0.27,0.73,United States,1,0,0,0,0,0,0,1,0,0,19538,1876,0.921,17,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3.879,321,1,0,23,NA,NA,NA,NA,NA,X
1171,78,Belzil et al. (2002),6.69,1.491689189189189,4.484848484848485,5.198310810810812,8.18168918918919,0.1079476158522687,0.024069400831924777,41.54652652066172,1,0,0,0,0,1,0,1710,3,1706,16,16,8.05,0,1,1,0,0,0,0,1,0,0,1,1979,0,0,0,1,NA,NA,1,0,NA,NA,0,1,0.27,0.73,United States,1,0,0,0,0,0,0,1,0,0,19538,1876,0.921,17,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3.879,321,1,0,23,NA,NA,NA,NA,NA,X
1172,78,Belzil et al. (2002),6.96,0.544695652173913,12.77777777777778,6.415304347826087,7.504695652173913,0.29554194453777705,0.02312936957252168,43.23507378203802,1,0,0,0,0,1,0,1710,3,1706,16,17,8.05,0,1,1,0,0,0,0,1,0,0,1,1979,0,0,0,1,NA,NA,1,0,NA,NA,0,1,0.27,0.73,United States,1,0,0,0,0,0,0,1,0,0,19538,1876,0.921,17,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3.879,321,1,0,23,NA,NA,NA,NA,NA,X
1173,79,Brainerd (1998),3.1,0.6066536203522505,5.11,2.4933463796477495,3.7066536203522507,0.16864483491355817,0.033002903114199254,30.300364684274015,0,1,0,0,1,0,0,900,7,892,6,10.9005,20.0995,1,0,0,0,1,0,1,0,0,1,0,1991,2.2000000000000009E-2,0.20499999999999999,0.624,0.14899999999999999,NA,NA,1,0,0.16200000000000003,0.83799999999999997,1,0,NA,NA,Russia,0,0,1,0,0,0,0,1,0,0,1740,9,0.613,38,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,3.007,588,1,0,19,NA,NA,NA,NA,NA,X
1174,79,Brainerd (1998),6.6,0.6346153846153846,10.4,5.965384615384615,7.234615384615385,0.18911716850434102,0.018184343125417404,54.992363106162294,0,1,0,0,1,0,0,2984,67,2916,6,11.75,19.25,1,0,0,0,1,0,1,0,0,1,0,1993,1.3000000000000039E-2,7.2000000000000008E-2,0.68599999999999994,0.22900000000000001,NA,NA,1,0,0.41400000000000003,0.58599999999999997,1,0,NA,NA,Russia,0,0,1,0,0,0,0,1,0,0,1770,3,0.79,38,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,3.007,588,1,0,19,NA,NA,NA,NA,NA,X
1175,79,Brainerd (1998),6.7,0.7219827586206897,9.28,5.978017241379311,7.42198275862069,0.1971294437356022,0.02124239695426748,47.07566675045612,0,1,0,0,1,0,0,2198,67,2130,6,11.291,19.709,1,0,0,0,1,0,1,0,0,1,0,1994,1.3500000000000029E-2,0.1275,0.72799999999999998,0.13100000000000001,NA,NA,1,0,0.504,0.496,1,0,NA,NA,Russia,0,0,1,0,0,0,0,1,0,0,1800,5,0.79,38,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,3.007,588,1,0,19,NA,NA,NA,NA,NA,X
1176,79,Brainerd (1998),5.4,0.6178489702517163,8.74,4.7821510297482845,6.017848970251716,0.2933963824648019,0.033569380144714174,29.789051680105562,0,1,0,0,1,0,0,819,7,811,6,10.9005,17.5995,1,0,0,0,1,0,1,0,0,1,0,1991,2.2000000000000009E-2,0.20499999999999999,0.624,0.14899999999999999,NA,NA,0,1,9.8999999999999977E-2,0.90100000000000002,1,0,NA,NA,Russia,0,0,1,0,0,0,0,1,0,0,1740,9,0.613,35.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,3.007,588,1,0,19,NA,NA,NA,NA,NA,X
1177,79,Brainerd (1998),7.4,0.5606060606060607,13.2,6.83939393939394,7.960606060606061,0.2139004883168106,0.016204582448243226,61.7109390626978,0,1,0,0,1,0,0,3702,67,3634,6,11.75,16.75,1,0,0,0,1,0,1,0,0,1,0,1993,1.3000000000000039E-2,7.2000000000000008E-2,0.68599999999999994,0.22900000000000001,NA,NA,0,1,0.30300000000000005,0.69699999999999995,1,0,NA,NA,Russia,0,0,1,0,0,0,0,1,0,0,1770,3,0.79,35.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,3.007,588,1,0,19,NA,NA,NA,NA,NA,X
1178,79,Brainerd (1998),9.6,0.6274509803921569,15.3,8.972549019607843,10.227450980392156,0.2848964426437135,0.018620682525732908,53.703724265641014,0,1,0,0,1,0,0,2718,67,2650,6,11.291,17.209,1,0,0,0,1,0,1,0,0,1,0,1994,1.3500000000000029E-2,0.1275,0.72799999999999998,0.13100000000000001,NA,NA,0,1,0.378,0.622,1,0,NA,NA,Russia,0,0,1,0,0,0,0,1,0,0,1800,5,0.79,35.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,3.007,588,1,0,19,NA,NA,NA,NA,NA,X
